"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i","zip_code_result","latitude","longitude","AnzahlSameSizeRadius0To10_i","AnzahlSameSizeRadius10To30_i","AnzahlSameSizeRadius30To60_i","hasPsychologicalPricing_i","log_price","logistic_costs","color","condition"
"Woom 1","Imst, Tirol","Zuletzt geändert:,16.07.2024, 09:56 Uhr","€ 180","","Blau,Gebraucht,Selbstabholung","Woom 1 mit normalen Gebrauchsspuren in Sautens zu verkaufen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-1345254474/",1915,180,NA,"Imst",1,"Blau","2024-07-16 09:56:00",1721123760,0,"used",0,1,6460,47.2369835634626,10.7375255842278,1,12,8,0,5.19295685089021,1.57894736842105,"Blau","used"
"Woom 3","2442 Ebreichsdorf","Zuletzt geändert:,16.07.2024, 10:35 Uhr","€ 250","Privatperson","Felgenbremse,bis 35 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1441996362/",1916,250,2442,"2442 Ebreichsdorf",3,"Grün","2024-07-16 10:35:00",1721126100,0,"used",0,0,2442,47.9593472210923,16.4282121688018,5,232,192,0,5.52146091786225,0.087463556851312,"Grün","used"
"Woom 3","Mödling, Niederösterreich","Zuletzt geändert:,16.07.2024, 11:45 Uhr","€ 310","","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1385771977/",1917,310,NA,"Mödling",3,"Blau","2024-07-16 11:45:00",1721130300,0,"used",0,1,2340,48.0830407148611,16.2908222993186,57,178,202,0,5.73657229747919,0.0666666666666667,"Blau","used"
"Kinderfahrrad Woom 4 - Violett","3100 St. Pölten","Zuletzt geändert:,19.07.2024, 15:30 Uhr","€ 490","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Violett,Gebraucht,Selbstabholung","Wir verkaufen unser Woom 4, es ist 2 Jahre alt.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-4-violett-794428801/",1919,490,3100,"3100 St. Pölten",4,"Violett","2024-07-19 15:30:00",1721403000,0,"used",0,0,3100,48.2041074,15.6221978760349,2,35,276,1,6.19440539110467,0.167597765363128,"Violett","used"
"Woom 3 Rosa (Sonderedition)","Mattersburg, Burgenland","Zuletzt geändert:,15.07.2024, 22:48 Uhr","€ 450","","Felgenbremse,Rosa,Gebraucht,Selbstabholung","Verkaufen unser geliebtes Woom 3 inkl. Ständer und Glocke unserer Tochter. Perfekt für Kinder von 3-5 Jahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-rosa-sonderedition-1731843024/",1922,450,NA,"Mattersburg",3,"Andere","2024-07-15 22:48:00",1721083680,0,"used",0,1,7210,47.7343579,16.4111436717399,5,22,306,0,6.10924758276437,0.157894736842105,"Andere","used"
"Woom 2","Salzburg","Zuletzt geändert:,16.07.2024, 16:20 Uhr","€ 300","","Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung, Versand","Verkaufen unser Woom 2 in Grün mit Ständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1677443563/",1923,300,NA,"Salzburg",2,"Grün","2024-07-16 16:20:00",1721146800,0,"used",1,1,5010,47.79786515,13.04881545,2,16,79,0,5.7037824746562,0.487804878048781,"Grün","used"
"Woom 5 Supra","Deutschlandsberg, Steiermark","Zuletzt geändert:,15.07.2024, 20:38 Uhr","€ 520","","Felgenbremse,24 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-supra-1797726934/",1925,520,NA,"Deutschlandsberg",5,"Grün","2024-07-15 20:38:00",1721075880,0,"used",0,1,8530,46.85069125,15.1575998789822,1,23,55,0,6.25382881157547,0.560747663551402,"Grün","used"
"Woom 4","Amstetten, Niederösterreich","Zuletzt geändert:,16.07.2024, 07:31 Uhr","€ 320","","Kettenschaltung,Felgenbremse,Grün,Gebraucht,Selbstabholung","Verkaufen unser  Woom 4, Gebrauchsspuren vorhanden,  aber voll funktionsfähig","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-937870091/",1934,320,NA,"Amstetten",4,"Grün","2024-07-16 07:31:00",1721115060,0,"used",0,1,3300,48.1097856292343,14.8603687728276,1,16,54,0,5.76832099579377,0.652173913043478,"Grün","used"
"Woom 3 automagic","Mattersburg, Burgenland","Zuletzt geändert:,16.07.2024, 11:26 Uhr","€ 430","","bis 35 cm,bis 16 Zoll,Grün,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-automagic-1723755394/",1943,430,NA,"Mattersburg",3,"Grün","2024-07-16 11:26:00",1721129160,0,"as good as new",0,1,7210,47.7343579,16.4111436717399,5,22,306,0,6.06378520868761,0.157894736842105,"Grün","as good as new"
"Woom 6","Kufstein, Tirol","Zuletzt geändert:,15.07.2024, 22:21 Uhr","€ 450","","26 Zoll,Blau,Gebraucht,Selbstabholung","Verkaufe sehr gut erhaltenes Woom 6 blau. Kein Versand,","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-1265835074/",1947,450,NA,"Kufstein",6,"Blau","2024-07-15 22:21:00",1721082060,0,"used",0,1,6330,47.5848037601801,12.1711387515082,2,12,33,0,6.10924758276437,0.869565217391304,"Blau","used"
"Woom 4 grün","7151 Wallern im Burgenland","Zuletzt geändert:,15.07.2024, 10:20 Uhr","€ 370","Privatperson","Kettenschaltung,20 Zoll,Grün,Neuwertig,Selbstabholung","Woom 4 in grün wegen Neuanschaffung zu verkaufen, mit Klingel und Fahrradständer, 2 Jahre alt, sehr guter Zustand, Rechnung vorhanden","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-gruen-852145859/",1950,370,7151,"7151 Wallern im Burgenland",4,"Grün","2024-07-15 10:20:00",1721038800,0,"as good as new",0,0,7151,47.7258991565217,16.9363302428388,0,16,78,0,5.91350300563827,0.545454545454545,"Grün","as good as new"
"Woom 3 Bike","1200 Wien, 20. Bezirk, Brigittenau","Zuletzt geändert:,15.07.2024, 08:32 Uhr","€ 300","Privatperson","Blau,Gebraucht,Selbstabholung","Ich möchte mein Woom-Bike verkaufen. Es ist neuwertig und wird regelmäßig gewartet. Es ist kaum ein Jahr gefahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-bike-1522750562/",1954,300,1200,"1200 Wien",3,"Blau","2024-07-15 08:32:00",1721032320,0,"used",0,0,1200,48.23615775,16.3838734770906,137,174,124,0,5.7037824746562,0.0463678516228748,"Blau","used"
"Woom 2","Gänserndorf, Niederösterreich","Zuletzt geändert:,15.07.2024, 06:33 Uhr","€ 280","","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-2116239451/",1959,280,NA,"Gänserndorf",2,"Blau","2024-07-15 06:33:00",1721025180,0,"used",0,1,2230,48.33924225064,16.7257945408338,0,148,220,0,5.63478960316925,0.116279069767442,"Blau","used"
"Woom 3 Kinderfahrrad","2391 Kaltenleutgeben","Zuletzt geändert:,18.07.2024, 18:23 Uhr","€ 280","Privatperson","Blau,Gebraucht,Selbstabholung","Kaum gebrauchtes Woom 3 mit Seitenstütze zu verkaufen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1421300673/",1961,280,2391,"2391 Kaltenleutgeben",3,"Blau","2024-07-18 18:23:00",1721326980,0,"used",0,0,2391,48.1161752893784,16.1908498607475,55,226,186,0,5.63478960316925,0.0619834710743802,"Blau","used"
"(reserviert) Woom 4 rot","3061 Schönfeld","Zuletzt geändert:,16.07.2024, 11:06 Uhr","€ 340","Privatperson","20 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-rot-1857073683/",1962,340,3061,"3061 Schönfeld",4,"Rot","2024-07-16 11:06:00",1721127960,0,"used",0,0,3061,48.1879246,15.8400005603107,3,35,322,0,5.82894561761021,0.146341463414634,"Rot","used"
"Woom 4","1010 Wien, 01. Bezirk, Innere Stadt","Zuletzt geändert:,14.07.2024, 20:01 Uhr","€ 420","Privatperson","Grün,Gebraucht,Selbstabholung, Versand","Im guten gebrauchten Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1624659676/",1964,420,1010,"1010 Wien",4,"Grün","2024-07-14 20:01:00",1720987260,0,"used",1,0,1010,48.205032,16.3600772,168,111,173,0,6.04025471127741,0.0427655024946543,"Grün","used"
"Woom 4","2232 Deutsch-Wagram","Zuletzt geändert:,14.07.2024, 20:01 Uhr","€ 420","Privatperson","Grün,Gebraucht,Selbstabholung","Woom 4","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1013739125/",1966,420,2232,"2232 Deutsch-Wagram",4,"Grün","2024-07-14 20:01:00",1720987260,0,"used",0,0,2232,48.3002036039837,16.568622854068,1,262,153,0,6.04025471127741,0.0878477306002928,"Grün","used"
"Woom 3 grün","5630 Anger","Zuletzt geändert:,14.07.2024, 19:18 Uhr","€ 370","Privatperson","Grün,Gebraucht,Selbstabholung, Versand","Verkaufen unser Kinder Fahrrad der Marke WOOm grösse 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-2061223839/",1967,370,5630,"5630 Anger",3,"Grün","2024-07-14 19:18:00",1720984680,0,"used",1,0,5630,47.1695297341218,13.1056298916445,0,13,38,0,5.91350300563827,0.9375,"Grün","used"
"Woom 4 gelb","8262 Ilz","Zuletzt geändert:,14.07.2024, 19:27 Uhr","€ 420","Privatperson","Kettenschaltung,Felgenbremse,20 Zoll,Gelb,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-gelb-1266760097/",1969,420,8262,"8262 Ilz",4,"Gelb","2024-07-14 19:27:00",1720985220,0,"as good as new",0,0,8262,47.0849689126854,15.9347527834094,1,23,44,0,6.04025471127741,0.625,"Gelb","as good as new"
"Woom 3 sunny yellow gelb","Wels, Oberösterreich","Zuletzt geändert:,18.07.2024, 18:28 Uhr","€ 500","","bis 16 Zoll,Mehrfarbig,Neuwertig,Selbstabholung, Versand","Super Zustand, gelb","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-sunny-yellow-gelb-2111856582/",1971,500,NA,"Wels",3,"Andere","2024-07-18 18:28:00",1721327280,0,"as good as new",1,1,4600,48.1670336,14.0205157,0,24,80,0,6.21460809842219,0.46875,"Andere","as good as new"
"Woom 3 Kinderfahrrad gelb","Gmunden, Oberösterreich","Zuletzt geändert:,20.07.2024, 11:28 Uhr","€ 399","","Felgenbremse,41 cm,bis 16 Zoll,Gelb,Neuwertig,Selbstabholung, Versand","Zum Verkauf steht ein woom 3 Kinderfahrrad in gelb.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-gelb-1785920215/",1974,399,NA,"Gmunden",3,"Gelb","2024-07-20 11:28:00",1721474880,0,"as good as new",1,1,4810,47.9071809,13.8079245,0,47,55,1,5.98896141688986,0.402684563758389,"Gelb","as good as new"
"Woom 3","Lilienfeld, Niederösterreich","Zuletzt geändert:,14.07.2024, 17:27 Uhr","€ 330","","40 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Verkaufe Woom 3 in super Zustand inkl. Ständer und Gepäckträger!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1834551621/",1977,330,NA,"Lilienfeld",3,"Grün","2024-07-14 17:27:00",1720978020,0,"used",0,1,3180,48.0113436794644,15.5872181238132,1,13,176,0,5.79909265446053,0.288461538461538,"Grün","used"
"Woom 3 inkl. Originalzubehör","4680 Haag am Hausruck","Zuletzt geändert:,14.07.2024, 16:28 Uhr","€ 350","Privatperson","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Gut erhaltenes woom 3 in gelb abzugeben.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-inkl-originalzubehoer-1139698717/",1980,350,4680,"4680 Haag am Hausruck",3,"Gelb","2024-07-14 16:28:00",1720974480,0,"used",0,0,4680,48.1885632,13.6567785515682,1,42,67,0,5.85793315448346,0.382165605095541,"Gelb","used"
"Woom 6","1130 Wien, 13. Bezirk, Hietzing","Zuletzt geändert:,14.07.2024, 15:50 Uhr","€ 500","Privatperson","Kettenschaltung,26 Zoll,Violett,Gebraucht,Selbstabholung","Woom 6 in sehr gutem Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-950866557/",1984,500,1130,"1130 Wien",6,"Violett","2024-07-14 15:50:00",1720972200,0,"used",0,0,1130,48.17303285,16.278363207384,81,200,175,0,6.21460809842219,0.056550424128181,"Violett","used"
"Woom 3 blau inklusive Ständer u Klingel","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,17.07.2024, 12:08 Uhr","€ 349","Privatperson","Blau,Gebraucht,Selbstabholung","Keine Kratzer gut erhalten, Original Klingel kommt mit - ist nicht am Bild","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-inklusive-staender-u-klingel-2035585518/",1985,349,1210,"1210 Wien",3,"Blau","2024-07-17 12:08:00",1721218080,0,"used",0,0,1210,48.2678639,16.3845716,86,163,156,1,5.85507192220243,0.0601202404809619,"Blau","used"
"(reserviert) Woom 2 rot","Amstetten, Niederösterreich","Zuletzt geändert:,18.07.2024, 13:03 Uhr","€ 305","","Rot,Gebraucht,Selbstabholung","Verkaufe gebrauchtes aber technisch sehr gutes Woom 2 mit Fahrradständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-rot-1782246663/",1989,305,NA,"Amstetten",2,"Rot","2024-07-18 13:03:00",1721307780,0,"used",0,1,3300,48.1097856292343,14.8603687728276,1,16,54,0,5.72031177660741,0.652173913043478,"Rot","used"
"WOOM 3","Braunau am Inn, Oberösterreich","Zuletzt geändert:,14.07.2024, 13:57 Uhr","€ 319","","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1063958885/",1992,319,NA,"Braunau am Inn",3,"Gelb","2024-07-14 13:57:00",1720965420,0,"used",0,1,5280,48.256763,13.0384524,2,5,57,1,5.76519110278484,0.759493670886076,"Gelb","used"
"Woom 5 Kinderfahrrad 24 Zoll Grün, guter Zustand","Vöcklabruck, Oberösterreich","Zuletzt geändert:,14.07.2024, 12:52 Uhr","€ 470","","Kettenschaltung,Felgenbremse,24 Zoll,Grün,Gebraucht,Selbstabholung","Hallo.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-kinderfahrrad-24-zoll-gruen-guter-zustand-1721398600/",1993,470,NA,"Vöcklabruck",5,"Grün","2024-07-14 12:52:00",1720961520,0,"used",0,1,4840,48.0198599,13.649025,5,23,69,0,6.1527326947041,0.413793103448276,"Grün","used"
"Woom 3 mit Ständer","1130 Wien, 13. Bezirk, Hietzing","Zuletzt geändert:,18.07.2024, 06:31 Uhr","€ 300","Privatperson","Grün,Gebraucht,Selbstabholung","Woom 3 Kinderfahrrad mit Seitenständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-staender-1011395731/",1994,300,1130,"1130 Wien",3,"Grün","2024-07-18 06:31:00",1721284260,0,"used",0,0,1130,48.17303285,16.278363207384,81,200,175,0,5.7037824746562,0.056550424128181,"Grün","used"
"Woom 3 rot","Spittal an der Drau, Kärnten","Zuletzt geändert:,14.07.2024, 11:16 Uhr","€ 300","","bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Woom Fahhrad 3 in rot, 1 Jahr gefahren, mit Flaschenhalterung","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-rot-2062768573/",1996,300,NA,"Spittal an der Drau",3,"Rot","2024-07-14 11:16:00",1720955760,0,"used",0,1,9800,46.7986780631248,13.5009302417885,1,4,9,0,5.7037824746562,2.60869565217391,"Rot","used"
"(reserviert) Reserviert für Inna Woom 3 Kinderfahrrad","6404 Polling in Tirol","Zuletzt geändert:,18.07.2024, 13:08 Uhr","€ 300","Privatperson","Felgenbremse,bis 35 cm,bis 16 Zoll,Blau,Gebraucht,Selbstabholung, Versand","Verkaufe Woom 3 Fahrrad inkl. Woom Seitenständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/reserviert-fuer-inna-woom-3-kinderfahrrad-1504344358/",1997,300,6404,"6404 Polling in Tirol",3,"Blau","2024-07-18 13:08:00",1721308080,0,"used",1,0,6404,47.2798077541326,11.1475284007862,2,7,36,0,5.7037824746562,0.967741935483871,"Blau","used"
"Woom 3 inkl. Ständer rot","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,21.07.2024, 11:05 Uhr","€ 280","","Rot,Gebraucht,Selbstabholung","Verkaufe ein Woom 3 inkl. Ständer in der Farbe rot.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-inkl-staender-rot-1393623767/",1998,280,NA,"Bruck an der Leitha",3,"Rot","2024-07-21 11:05:00",1721559900,1,"used",0,1,2460,48.01475175,16.7755597565265,15,14,321,0,5.63478960316925,0.136674259681093,"Rot","used"
"Woom 4","Kufstein, Tirol","Zuletzt geändert:,14.07.2024, 11:08 Uhr","€ 490","","Blau,Gebraucht,Selbstabholung","Das superleichte und innovative Allround-Kinderfahrrad in 20 Zoll für Kinder ab sechs Jahren mit verstellbarem Vario-Vorbau und 7-Gang-Schaltung. Sehr guter Zustand mit leichten Gebrauchsspuren. Da Privatverkauf jegliche Garantie, Gewährleistung, Umtausch ausgeschlossen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1042092395/",1999,490,NA,"Kufstein",4,"Blau","2024-07-14 11:08:00",1720955280,0,"used",0,1,6330,47.5848037601801,12.1711387515082,2,12,33,1,6.19440539110467,0.869565217391304,"Blau","used"
"Woom 2","Neunkirchen, Niederösterreich","Zuletzt geändert:,14.07.2024, 10:59 Uhr","€ 310","","Blau,Gebraucht,Selbstabholung","Damals neu gekauft (2022), sehr guter gebrauchter Zustand, Natürlich leichte Spuren von diversen Stürzen (siehe letzten 2 Fotos) Kratzer, Abschürfungen am Lenker , sonst top in Schuss,","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1705918397/",2000,310,NA,"Neunkirchen",2,"Blau","2024-07-14 10:59:00",1720954740,0,"used",0,1,2620,47.7200811219682,16.079687824848,4,17,195,0,5.73657229747919,0.237154150197628,"Blau","used"
"Woom 3 Pink Limited Edition mit Zubehör","1130 Wien, 13. Bezirk, Hietzing","Zuletzt geändert:,14.07.2024, 09:03 Uhr","€ 450","Privatperson","bis 16 Zoll,Rosa,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-pink-limited-edition-mit-zubehoer-1265777230/",2001,450,1130,"1130 Wien",3,"Andere","2024-07-14 09:03:00",1720947780,0,"used",0,0,1130,48.17303285,16.278363207384,81,200,175,0,6.10924758276437,0.056550424128181,"Andere","used"
"Woom 3 in gelb (Erstbesitz mit Originalverpackung)","Hollabrunn, Niederösterreich","Zuletzt geändert:,14.07.2024, 09:21 Uhr","€ 320","","Gelb,Gebraucht,Selbstabholung, Versand","Verkaufen Woom 3 in gelb inklusive Original-Fahrradständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-gelb-erstbesitz-mit-originalverpackung-921038428/",2002,320,NA,"Hollabrunn",3,"Gelb","2024-07-14 09:21:00",1720948860,0,"used",1,1,2020,48.5448382,16.0702803,0,27,312,0,5.76832099579377,0.163934426229508,"Gelb","used"
"Woom 3","Hollabrunn, Niederösterreich","Zuletzt geändert:,14.07.2024, 08:55 Uhr","€ 345","","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Woom 3 inkl. Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2010370752/",2007,345,NA,"Hollabrunn",3,"Blau","2024-07-14 08:55:00",1720947300,0,"used",0,1,2020,48.5448382,16.0702803,0,27,312,0,5.84354441703136,0.163934426229508,"Blau","used"
"(reserviert) Woom 3","Perg, Oberösterreich","Zuletzt geändert:,14.07.2024, 21:47 Uhr","€ 320","","Grün,Gebraucht,Selbstabholung","Woom 3 mit Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1983322362/",2008,320,NA,"Perg",3,"Grün","2024-07-14 21:47:00",1720993620,0,"used",0,1,4320,48.2743112728554,14.6409466797074,0,34,39,0,5.76832099579377,0.560747663551402,"Grün","used"
"Woom 4","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,19.07.2024, 07:10 Uhr","€ 420","Privatperson","Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-2091348021/",2015,420,1100,"1100 Wien",4,"Violett","2024-07-19 07:10:00",1721373000,0,"used",0,0,1100,48.1760137,16.3687822,126,143,175,0,6.04025471127741,0.0493015612161052,"Violett","used"
"woom 5","5221 Lochen","Zuletzt geändert:,13.07.2024, 17:45 Uhr","€ 500","Privatperson","Kettenschaltung,Felgenbremse,36 cm,24 Zoll,Türkis,Neuwertig,Selbstabholung","Wunderschönes und superleichtes Kinderfahrrad der Marke Woom. Bestens geeignet für Kinder von 7 - 11 bzw. einer Größe von 125 - 145 cm. Inklusive Original Woom-Ständer und Klingel .","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-1032827251/",2018,500,5221,"5221 Lochen",5,"Andere","2024-07-13 17:45:00",1720892700,0,"as good as new",0,0,5221,48.0196570515533,13.1616542138597,4,28,60,0,6.21460809842219,0.428571428571429,"Andere","as good as new"
"Kinderfahrrad Woom 4","4150 Berg bei Rohrbach","Zuletzt geändert:,13.07.2024, 16:39 Uhr","€ 480","Privatperson","Violett,Neuwertig,Selbstabholung, Versand","Noch gute Jahre Garantie","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-4-1147729803/",2020,480,4150,"4150 Berg bei Rohrbach",4,"Violett","2024-07-13 16:39:00",1720888740,0,"as good as new",1,0,4150,48.5785129926443,13.9825581962552,0,4,36,0,6.17378610390194,1.36363636363636,"Violett","as good as new"
"Woom 3 Kinderfahrrad","Gänserndorf, Niederösterreich","Zuletzt geändert:,13.07.2024, 15:47 Uhr","€ 320","","Felgenbremse,Blau,Neuwertig,Selbstabholung","Verkaufen unser Woom 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1625013777/",2021,320,NA,"Gänserndorf",3,"Blau","2024-07-13 15:47:00",1720885620,0,"as good as new",0,1,2230,48.33924225064,16.7257945408338,0,148,220,0,5.76832099579377,0.116279069767442,"Blau","as good as new"
"WOOM 3 - 16 Zoll - gelb","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,22.07.2024, 22:44 Uhr","€ 333,33","Privatperson","Gelb,Gebraucht,Selbstabholung, Versand","Das Fahrrad war ein Neukauf und wurde von meiner Tochter als Folgemodel auf das 2er Woom gefahren - es ist daher sehr gut erhalten - kein fahranfängerrad..","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-16-zoll-gelb-1868238140/",2022,333,1020,"1020 Wien",3,"Gelb","2024-07-22 22:44:00",1721688240,1,"used",1,0,1020,48.20642055,16.4327785094205,123,177,128,0,5.80814248998044,0.0491803278688525,"Gelb","used"
"Woom 3 Kinderfahrrad","Reutte, Tirol","Zuletzt geändert:,13.07.2024, 14:01 Uhr","€ 280","","Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Woom 3 Gebraucht, leichte Gebrauchsspuren, gereinigt und gewartet.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1140026323/",2023,280,NA,"Reutte",3,"Grün","2024-07-13 14:01:00",1720879260,0,"used",0,1,6600,47.48062275,10.7178360148101,0,6,12,0,5.63478960316925,2.5,"Grün","used"
"Fahrrad Woom 3 mit Ständer","Imst, Tirol","Zuletzt geändert:,22.07.2024, 09:55 Uhr","€ 330","","Felgenbremse,Rot,Gebraucht,Selbstabholung","in sehr gutem Zustand, Rad würde fachmännisch serviciert.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/fahrrad-woom-3-mit-staender-1392581755/",2025,330,NA,"Imst",3,"Rot","2024-07-22 09:55:00",1721642100,1,"used",0,1,6460,47.2369835634626,10.7375255842278,1,12,8,0,5.79909265446053,1.57894736842105,"Rot","used"
"Kinderfahrrad Woom 3","Amstetten, Niederösterreich","Zuletzt geändert:,13.07.2024, 13:51 Uhr","€ 350","","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Verkaufe Woom 3 in gebrauchten Zustand mit Fahrradständer und Glocke","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-1834830505/",2026,350,NA,"Amstetten",3,"Gelb","2024-07-13 13:51:00",1720878660,0,"used",0,1,3300,48.1097856292343,14.8603687728276,1,16,54,0,5.85793315448346,0.652173913043478,"Gelb","used"
"Woom 3 Kinderfahrrad","Hermagor, Kärnten","Zuletzt geändert:,13.07.2024, 13:43 Uhr","€ 340","","Violett,Gebraucht,Selbstabholung","Kinderfahrrad in gutem Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1125458528/",2028,340,NA,"Hermagor",3,"Violett","2024-07-13 13:43:00",1720878180,0,"used",0,1,9620,46.6092845498835,13.3334269619137,0,22,5,0,5.82894561761021,1.22448979591837,"Violett","used"
"Woom 6 Kinderfahrrad","Schwaz, Tirol","Zuletzt geändert:,13.07.2024, 11:40 Uhr","€ 480","","Kettenschaltung,Felgenbremse,26 Zoll,Rot,Neuwertig,Selbstabholung","Woom Original 6 Kinderfahrrad 26 Zoll.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-kinderfahrrad-778129585/",2029,480,NA,"Schwaz",6,"Rot","2024-07-13 11:40:00",1720870800,0,"as good as new",0,1,6130,47.3468931632188,11.7135637986357,2,10,33,0,6.17378610390194,0.923076923076923,"Rot","as good as new"
"Woom 3 Kinderfahrrad","5660 Gschwandtnerberg","Zuletzt geändert:,13.07.2024, 10:35 Uhr","€ 300","Privatperson","Blau,Gebraucht,Selbstabholung","Verkaufen unser geliebtes Woom 3, voll funktionsfähig!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-785029598/",2032,300,5660,"5660 Gschwandtnerberg",3,"Blau","2024-07-13 10:35:00",1720866900,0,"used",0,0,5660,47.2912995013087,12.9582785048957,1,16,32,0,5.7037824746562,0.857142857142857,"Blau","used"
"Woom Bike 1","6235 Reith im Alpbachtal","Zuletzt geändert:,13.07.2024, 11:23 Uhr","€ 180","Privatperson","Grün,Gebraucht,Selbstabholung","Verkaufen Woom-Bike Laufrad Superlight Aluminium da es nicht mehr passt und wir auf eine Nummer größer gewechselt haben.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-bike-1-1181584317/",2033,180,6235,"6235 Reith im Alpbachtal",1,"Grün","2024-07-13 11:23:00",1720869780,0,"used",0,0,6235,47.411857524908,11.8775682693432,3,32,19,0,5.19295685089021,0.594059405940594,"Grün","used"
