"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i"
"Woom 2, rot, inkl. Seitenständer (Erstbesitz)","6850 Dornbirn","Zuletzt geändert:,06.07.2024, 13:25 Uhr","€ 350","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-rot-inkl-seitenstaender-erstbesitz-1414733475/",11,350,"6850","6850 Dornbirn","2","Rot",2024-07-06 13:25:00,1720272300,1,"as good as new",0,0
"Woom 2","Spittal an der Drau, Kärnten","Zuletzt geändert:,06.07.2024, 13:25 Uhr","€ 320","","Gelb,Neuwertig,Selbstabholung, Versand","Wenig gefahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1087547124/",12,320,NA,"Spittal an der Drau","2","Gelb",2024-07-06 13:25:00,1720272300,1,"as good as new",1,1
"WOOM 3 Erstbesitz / schöner Zustand","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,06.07.2024, 13:14 Uhr","€ 290","Privatperson","Felgenbremse,bis 35 cm,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Aus Erstbesitz, wenig gefahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-erstbesitz-schoener-zustand-1285346405/",13,290,"1210","1210 Wien","3","Blau",2024-07-06 13:14:00,1720271640,1,"used",0,0
"Woom Off Air 6","Scheibbs, Niederösterreich","Zuletzt geändert:,06.07.2024, 13:12 Uhr","€ 750","","Kettenschaltung,Scheibenbremse,26 Zoll,Schwarz,Gebraucht,Selbstabholung","Verkaufe Woom Off Air 6 im guten gepflegtem  Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-off-air-6-1801816308/",14,750,NA,"Scheibbs","6","Andere",2024-07-06 13:12:00,1720271520,1,"used",0,1
"Woom 2","Mistelbach, Niederösterreich","Zuletzt geändert:,06.07.2024, 13:04 Uhr","€ 260","","Mehrfarbig,Gebraucht,Selbstabholung","Woom 2 in Rotweiss wenig gebraucht mit kleinen Gebrauchsspuren. Ständer und Klingel sind dabei. Alles funktioniert einwandfrei.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1968643460/",16,260,NA,"Mistelbach","2","Andere",2024-07-06 13:04:00,1720271040,1,"used",0,1
"Woom 2","Neusiedl am See, Burgenland","Zuletzt geändert:,06.07.2024, 12:15 Uhr","€ 330","","Kettenschaltung,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Das Woom 2 ist unseren Kind zu klein geworden, daher in gutem gebrauchten Zustand abzugeben – inkl. Seitenständer .","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1695239393/",17,330,NA,"Neusiedl am See","2","Gelb",2024-07-06 12:15:00,1720268100,1,"used",0,1
"Woom 2 Kinderfahrrad","Graz-Umgebung, Steiermark","Zuletzt geändert:,06.07.2024, 12:24 Uhr","€ 280","","Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Zum Verkauf steht ein tolles Woom 2 in grün.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-kinderfahrrad-1902516266/",18,280,NA,"Graz-Umgebung","2","Grün",2024-07-06 12:24:00,1720268640,1,"used",0,1
"Kinderfahrrad WOOM 2","4742 Pram","Zuletzt geändert:,06.07.2024, 12:01 Uhr","€ 370","Privatperson","Felgenbremse,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-2-2137637544/",19,370,"4742","4742 Pram","2","Rot",2024-07-06 12:01:00,1720267260,1,"used",0,0
"Woom 2","","Zuletzt geändert:,06.07.2024, 11:58 Uhr","€ 270","","Grün,Gebraucht,Selbstabholung","Hallo verkaufen unser heiß geliebtes woom 2","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-2083671001/",20,270,NA,"","2","Grün",2024-07-06 11:58:00,1720267080,1,"used",0,1
"Woom 2","","Zuletzt geändert:,06.07.2024, 12:04 Uhr","€ 330","","Grün,Gebraucht,Selbstabholung","Wir verkaufen das Woom2 in grün, nachdem es zu klein geworden ist. Das Fahrrad ist 2 Jahre alt und hat minimale Gebrauchsspuren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-2116673136/",21,330,NA,"","2","Grün",2024-07-06 12:04:00,1720267440,1,"used",0,1
"Woom 4 20zoll","3441 Judenau","Zuletzt geändert:,06.07.2024, 11:17 Uhr","€ 500","Privatperson","Grün,Neuwertig,Selbstabholung","Insgesamt geschätzt 20mal gefahren. Sehr gut erhalten, kein Kratzer ..in der Garage gehalten.. neuwertig. Mit alles was man am Bild sehen kann.. Ständer, Träger, Schutzbleche, Klingel..","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-20zoll-1753207584/",22,500,"3441","3441 Judenau","4","Grün",2024-07-06 11:17:00,1720264620,1,"as good as new",0,0
"Woom4 Kinderfahrrad Neues Modell","","Zuletzt geändert:,06.07.2024, 13:54 Uhr","€ 440","","Kettenschaltung,Felgenbremse,20 Zoll,Grün,Gebraucht,Selbstabholung","Ich verkaufe sehr gut erhaltene Woom4 Kinderfahrrad mir Glöcke, Fahrradständer und Reflektoren von meinem Sohn das wir es nicht mehr brauchen. Fahrrad befindet sich im Super Zustand und hat kaum Gebrauchtspuren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom4-kinderfahrrad-neues-modell-1712229503/",23,440,NA,"",NA,"Grün",2024-07-06 13:54:00,1720274040,1,"used",0,1
"Woom 2 NEU -  sofort lieferbar!","4952 Weng im Innkreis","Zuletzt geändert:,06.07.2024, 11:40 Uhr","","","Felgenbremse,bis 16 Zoll,Mehrfarbig,Neu,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-neu-sofort-lieferbar-609241995/",24,NA,"4952","4952 Weng im Innkreis","2","Andere",2024-07-06 11:40:00,1720266000,1,"good",1,1
"Woom 3","Murtal, Steiermark","Zuletzt geändert:,06.07.2024, 11:13 Uhr","€ 350","","bis 16 Zoll,Violett,Gebraucht,Selbstabholung, Versand","Woom 3 in guten Zustand!! Mit Klingel, Reflektoren, Schmutzfänger hi u. vo, Gebäckträger und Seitenständer! Alles Orginal","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1255355644/",26,350,NA,"Murtal","3","Violett",2024-07-06 11:13:00,1720264380,1,"used",1,1
"Woom 2, Kinderfahrrad, 14 Zoll, lila (Purple Haze)","Linz Land, Oberösterreich","Zuletzt geändert:,06.07.2024, 10:08 Uhr","€ 320","","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-kinderfahrrad-14-zoll-lila-purple-haze-1701491104/",27,320,NA,"Linz Land","2","Violett",2024-07-06 10:08:00,1720260480,1,"used",0,1
"Woom 3 lila","Niederösterreich","Zuletzt geändert:,06.07.2024, 10:22 Uhr","€ 300","","Violett,Gebraucht,Selbstabholung","Verkaufe woom 3 in lila.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-1700090077/",28,300,NA,"Niederösterreich","3","Violett",2024-07-06 10:22:00,1720261320,1,"used",0,1
"Woom 2","","Zuletzt geändert:,06.07.2024, 10:34 Uhr","€ 280","","Kettenschaltung,Scheibenbremse,bis 35 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung, Versand","Unser Sohn ist zu groß, deswegen verkaufen wir das Fahrrad. Funktioniert alles sehr gut. Mit Ständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-958105613/",29,280,NA,"","2","Grün",2024-07-06 10:34:00,1720262040,1,"used",1,1
"Woom 3 in lila inkl. Gepäckträger, Klingel, Ständer","Vorarlberg","Zuletzt geändert:,06.07.2024, 10:00 Uhr","€ 270","","Violett,Gebraucht,Selbstabholung","DER Klassiker unter den Kinderfahrrädern. Mit den üblichen Gebrauchsspuren aber technisch top. Hat eine gröbere Makke am Unterrohr, siehe Foto.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-lila-inkl-gepaecktraeger-klingel-staender-1169697408/",30,270,NA,"Vorarlberg","3","Violett",2024-07-06 10:00:00,1720260000,1,"used",0,1
"Woom 3 (blau)","6402 Hatting","Zuletzt geändert:,06.07.2024, 09:46 Uhr","€ 350","Privatperson","Kettenschaltung,Felgenbremse,bis 35 cm,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","16 Zoll, wenig gefahren, sehr guter Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-2036237165/",31,350,"6402","6402 Hatting","3","Blau",2024-07-06 09:46:00,1720259160,1,"used",0,0
"Kinderfahrrad 14 Zoll","Neunkirchen, Niederösterreich","Zuletzt geändert:,06.07.2024, 09:18 Uhr","€ 70","","bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Cooles rotes Lightning McQueen Kinderfahrrad mit Stützrädern günstig abzugeben.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-14-zoll-971034686/",32,70,NA,"Neunkirchen",NA,"Rot",2024-07-06 09:18:00,1720257480,1,"used",0,1
"Woom 3","Mattersburg, Burgenland","Zuletzt geändert:,06.07.2024, 09:24 Uhr","€ 345","","Kettenschaltung,Felgenbremse,bis 35 cm,Rot,Gebraucht,Selbstabholung","Sehr guter Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1527569629/",33,345,NA,"Mattersburg","3","Rot",2024-07-06 09:24:00,1720257840,1,"used",0,1
"Woom 3 in lila","Burgenland","Zuletzt geändert:,06.07.2024, 09:24 Uhr","€ 410","","Violett,Gebraucht,Selbstabholung","Guter gebrauchter Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-lila-1185316644/",34,410,NA,"Burgenland","3","Violett",2024-07-06 09:24:00,1720257840,1,"used",0,1
"Woom 3 Kinderfahrrad","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,06.07.2024, 13:33 Uhr","€ 250","Privatperson","Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1386272421/",35,250,"1100","1100 Wien","3","Grün",2024-07-06 13:33:00,1720272780,1,"used",0,0
"Woom 2 Fahrrad 14 zoll","Sankt Pölten, Niederösterreich","Zuletzt geändert:,06.07.2024, 09:00 Uhr","€ 350","","Felgenbremse,bis 16 Zoll,Rot,Neuwertig,Selbstabholung","Stand nur in der Garage. Hats sich einmal rauf gesetzt aber kein Interesse am Fahrrad fahren. Und jetzt ist es ihm schon viel zu klein.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-fahrrad-14-zoll-1559778581/",36,350,NA,"Sankt Pölten","2","Rot",2024-07-06 09:00:00,1720256400,1,"as good as new",0,1
"Woom 4, Erstbesitz, sehr gut erhalten","","Zuletzt geändert:,06.07.2024, 07:57 Uhr","€ 399","","Kettenschaltung,Trommelbremse,bis 35 cm,20 Zoll,Grün,Neuwertig,Selbstabholung","Wir verkaufen unser Woom 4 inklusive Woom-Ständer.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-erstbesitz-sehr-gut-erhalten-1974398365/",37,399,NA,"","4","Grün",2024-07-06 07:57:00,1720252620,1,"as good as new",0,1
"(reserviert) Woom Original 5","","Zuletzt geändert:,06.07.2024, 09:59 Uhr","€ 430","","Kettenschaltung,Scheibenbremse,50 cm,24 Zoll,Grau,Gebraucht,Selbstabholung","Grau. Guter Zustand. Von 1 Kind gefahren --> Erstbesitz. Geschätzte 5x pro Saison ausgefahren, trau mich somit sagen nicht sehr oft gebraucht und somit nicht sehr abgenutzt. Inklusive woom Seitenständer und woom Trinkflaschenhalter und woom Trinkflasche.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-5-2119284860/",38,430,NA,"","5","Andere",2024-07-06 09:59:00,1720259940,1,"used",0,1
"Woom 6 in blau (inkl. Lieferung)","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,06.07.2024, 08:46 Uhr","€ 399","Privatperson","Blau,Gebraucht,Selbstabholung","Ich verkaufe unser Woom 6 Rad, welches bei den Großeltern stand und daher auch wenig verwendet wurde.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-in-blau-inkl-lieferung-1038503712/",39,399,"1230","1230 Wien","6","Blau",2024-07-06 08:46:00,1720255560,1,"used",0,0
"Woom 2 Lila (purple Haze)","Oberösterreich","Zuletzt geändert:,06.07.2024, 07:16 Uhr","€ 320","","Felgenbremse,bis 35 cm,bis 16 Zoll,Violett,Gebraucht,Selbstabholung, Versand","Verkaufen unser gut erhaltenes Woom Fahrrad!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-lila-purple-haze-1574978387/",40,320,NA,"Oberösterreich","2","Violett",2024-07-06 07:16:00,1720250160,1,"used",1,1
"Woom 3 inkl Kotflügel und Ständer","Steiermark","Zuletzt geändert:,06.07.2024, 07:11 Uhr","€ 340","","bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Woom 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-inkl-kotfluegel-und-staender-835911678/",41,340,NA,"Steiermark","3","Gelb",2024-07-06 07:11:00,1720249860,1,"used",0,1
"Woom 3 Kinderfahrrad","","Zuletzt geändert:,06.07.2024, 06:36 Uhr","€ 300","","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung, Versand","Woom 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1695381458/",42,300,NA,"","3","Gelb",2024-07-06 06:36:00,1720247760,1,"used",1,1
"Cygnus Super Light 16 - TOP","Niederösterreich","Zuletzt geändert:,06.07.2024, 06:49 Uhr","€ 169","","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/cygnus-super-light-16-top-849480019/",43,169,NA,"Niederösterreich",NA,"Blau",2024-07-06 06:49:00,1720248540,1,"used",0,1
"Woom2 Kinderfahrrad Neues Modell (2023)","","Zuletzt geändert:,05.07.2024, 23:22 Uhr","€ 340","","Felgenbremse,Blau,Neuwertig,Selbstabholung, Versand","Ich verkaufe neuwertiges Kinderfahrrad Woom2. Fahrrad ist als zweites Fahrrad verwendet und hat keine gebrauchsspuren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom2-kinderfahrrad-neues-modell-2023-1500000335/",44,340,NA,"",NA,"Blau",2024-07-05 23:22:00,1720221720,1,"as good as new",1,1
"Woom 5 Kinderfahrrad 24 Zoll Rot - Sehr guter Zustand mit viel Zubehör!","Vöcklabruck, Oberösterreich","Zuletzt geändert:,05.07.2024, 21:49 Uhr","€ 495","","Kettenschaltung,Felgenbremse,24 Zoll,Rot,Gebraucht,Selbstabholung","Hallo.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-kinderfahrrad-24-zoll-rot-sehr-guter-zustand-mit-viel-zubehoer-1992618695/",45,495,NA,"Vöcklabruck","5","Rot",2024-07-05 21:49:00,1720216140,1,"used",0,1
"Ku bike 16 zoll","1090 Wien, 09. Bezirk, Alsergrund","Zuletzt geändert:,05.07.2024, 21:44 Uhr","€ 200","Privatperson","Felgenbremse,bis 16 Zoll,Orange,Gebraucht,Selbstabholung","Ku bike super leicht (wie woom)","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/ku-bike-16-zoll-1343670460/",47,200,"1090","1090 Wien",NA,"Orange",2024-07-05 21:44:00,1720215840,1,"used",0,0
"Kinderfahrrad 18 Zoll, STUF Prime MR 1.8 Lightweight","Graz-Umgebung, Steiermark","Zuletzt geändert:,05.07.2024, 21:32 Uhr","€ 180","","Kettenschaltung,Felgenbremse,bis 35 cm,18 Zoll,Gelb,Gebraucht,Selbstabholung","Verkaufe Kinderfahrrad mit 18 Zoll Räder für ein Alter von ca 4-6 Jahre; Rad ist den Woom Bikes (die es in 18"" Größe nicht gibt) vom Gewicht, Rahmen aus Alu und Schaltung mit 6-Gängen sehr ähnlich.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-18-zoll-stuf-prime-mr-1-8-lightweight-824291454/",48,180,NA,"Graz-Umgebung","1","Gelb",2024-07-05 21:32:00,1720215120,1,"used",0,1
"Woom 4 Kinderfahrrad","6130 Schwaz","Zuletzt geändert:,05.07.2024, 21:34 Uhr","€ 400","Privatperson","Rot,Gebraucht,Selbstabholung","Sehr guter Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-kinderfahrrad-2073435844/",49,400,"6130","6130 Schwaz","4","Rot",2024-07-05 21:34:00,1720215240,1,"used",0,0
"Woom 3 automagic (2 Stück 1x rot & 1x blau)","Reutte, Tirol","Zuletzt geändert:,05.07.2024, 20:54 Uhr","€ 479","","bis 16 Zoll,Mehrfarbig,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-automagic-2-stueck-1x-rot-1x-blau-1821927946/",50,479,NA,"Reutte","3","Andere",2024-07-05 20:54:00,1720212840,1,"as good as new",0,1
"Kinderfahrrad Woom 2","Salzburg","Zuletzt geändert:,05.07.2024, 20:16 Uhr","€ 320","","Violett,Gebraucht,Selbstabholung","Verkaufen Woom 2 in sehr guten Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-2-2006820619/",51,320,NA,"Salzburg","2","Violett",2024-07-05 20:16:00,1720210560,1,"used",0,1
"Woom 3 lila","Niederösterreich","Zuletzt geändert:,05.07.2024, 20:24 Uhr","€ 300","","Felgenbremse,bis 16 Zoll,Violett,Gebraucht,Selbstabholung, Versand","verkaufe gut erhaltenes Woom 3 Kinderfahrrad meiner Tochter in lila. Da sie schon ein 4er braucht, verkaufen wir dieses nun. Freue mich auf eure Anfragen","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-906070024/",52,300,NA,"Niederösterreich","3","Violett",2024-07-05 20:24:00,1720211040,1,"used",1,1
"(reserviert) Woom 2 Fahrrad","Salzburg-Umgebung, Salzburg","Zuletzt geändert:,06.07.2024, 08:06 Uhr","€ 300","","Grün,Gebraucht,Selbstabholung","Verkaufe Kinderfahrrad Woom 2 in einem sehr guten Zustand. Es wurde nur für kurze Zeit gefahren, da wir dann gleich aufs Woom 3 umgestiegen sind! Wir haben es NEU gekauft","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-fahrrad-1555898076/",53,300,NA,"Salzburg-Umgebung","2","Grün",2024-07-06 08:06:00,1720253160,1,"used",0,1
"Neuwertig Kinder Fahrrad woom 3 16 zoll Green","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,05.07.2024, 19:37 Uhr","€ 340","Privatperson","Tretlagerschaltung,Trommelbremse,bis 35 cm,bis 16 Zoll,Grün,Neuwertig,Selbstabholung, Versand","Neuwertig Kinder Fahrrad woom 3 16 zoll Green top Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/neuwertig-kinder-fahrrad-woom-3-16-zoll-green-2029285197/",54,340,"1210","1210 Wien","3","Grün",2024-07-05 19:37:00,1720208220,1,"as good as new",1,0
"Woom 2 ( Zwei Stück)","","Zuletzt geändert:,05.07.2024, 20:09 Uhr","€ 290","","bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Verkaufe Kinderfahrräder in einem sehr guten Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-zwei-stueck-1963314432/",55,290,NA,"","2","Gelb",2024-07-05 20:09:00,1720210140,1,"used",0,1
"WOOM 3 Kinderfahrrad","","Zuletzt geändert:,05.07.2024, 19:34 Uhr","€ 350","","Rot,Gebraucht,Selbstabholung","Es ist an der Zeit unser geliebtes Woom Fahrrad zu verkaufen, da unser Sohn jetzt ein größeres braucht.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-1393137163/",56,350,NA,"","3","Rot",2024-07-05 19:34:00,1720208040,1,"used",0,1
"Woom 2 Kinderfahrrad Fahrrad Kinder","Weiz, Steiermark","Zuletzt geändert:,05.07.2024, 19:30 Uhr","€ 295","","bis 16 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-kinderfahrrad-fahrrad-kinder-1076307188/",57,295,NA,"Weiz","2","Rot",2024-07-05 19:30:00,1720207800,1,"used",0,1
"Kinder Fahrrad Woom 5 24 Zoll black up Edition black","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,05.07.2024, 19:31 Uhr","€ 530","Privatperson","Kettenschaltung,Trommelbremse,36 cm,24 Zoll,Schwarz,Neuwertig,Selbstabholung, Versand","Woom 5 up black Edition","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinder-fahrrad-woom-5-24-zoll-black-up-edition-black-1727596620/",58,530,"1210","1210 Wien","5","Andere",2024-07-05 19:31:00,1720207860,1,"as good as new",1,0
"Top Kinder Fahrrad woom 3 16 zoll blau","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,05.07.2024, 19:27 Uhr","€ 330","Privatperson","Kettenschaltung,Trommelbremse,bis 35 cm,bis 16 Zoll,Blau,Neuwertig,Selbstabholung, Versand","Kinder Fahrrad woom 3 16 zoll blau","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/top-kinder-fahrrad-woom-3-16-zoll-blau-1115521843/",59,330,"1210","1210 Wien","3","Blau",2024-07-05 19:27:00,1720207620,1,"as good as new",1,0
"Kinderfahrrad Woom 3","Vöcklabruck, Oberösterreich","Zuletzt geändert:,05.07.2024, 19:02 Uhr","€ 365","","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Verkaufe Kinderfahrrad Woom 3 in sehr gutem Zustand, selten gefahren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-1221591520/",60,365,NA,"Vöcklabruck","3","Blau",2024-07-05 19:02:00,1720206120,1,"used",0,1
"Woom 3","","Zuletzt geändert:,05.07.2024, 19:13 Uhr","€ 320","","Rot,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-886394897/",61,320,NA,"","3","Rot",2024-07-05 19:13:00,1720206780,1,"as good as new",0,1
"Woom 3 in Lila","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,05.07.2024, 18:50 Uhr","€ 380","","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Ich verkaufe das Woom 3 in Lila da es meiner Tochter schon zu klein ist.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-in-lila-1235986018/",62,380,NA,"Bruck an der Leitha","3","Violett",2024-07-05 18:50:00,1720205400,1,"used",0,1
"(reserviert) Kinderfahrrad Woom","Sankt Johann im Pongau, Salzburg","Zuletzt geändert:,06.07.2024, 10:51 Uhr","€ 200","","Violett,Neuwertig,Selbstabholung","Kinderfahrrad der Marke WOOM gr.3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-830352220/",63,200,NA,"Sankt Johann im Pongau",NA,"Violett",2024-07-06 10:51:00,1720263060,1,"as good as new",0,1
"Woom 4 in rot mit Zubehör","Niederösterreich","Zuletzt geändert:,05.07.2024, 18:39 Uhr","€ 500","","Rot,Neuwertig,Selbstabholung","Woom 4 in rot, wie neu. Mit Ständer, original  Kotflügel, passenden Woom Helm und Woom Handschuhe und Klingel. Mit Rechnung und Herstellergarantie bis März 2025.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-in-rot-mit-zubehoer-919451735/",64,500,NA,"Niederösterreich","4","Rot",2024-07-05 18:39:00,1720204740,1,"as good as new",0,1
"woom ORIGINAL 2 in woom Sky Blue - KINDERFAHRRAD DIREKT VOM HERSTELLER","3400 Klosterneuburg","Zuletzt geändert:,05.07.2024, 18:20 Uhr","","","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-2-in-woom-sky-blue-kinderfahrrad-direkt-vom-hersteller-1090636122/",65,NA,"3400","3400 Klosterneuburg","2","Blau",2024-07-05 18:20:00,1720203600,1,"used",0,1
"WOOM 2 /","","Zuletzt geändert:,06.07.2024, 08:20 Uhr","€ 290","","Rot,Gebraucht,Selbstabholung, Versand","Sehr guter Zustand/","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1728120827/",66,290,NA,"","2","Rot",2024-07-06 08:20:00,1720254000,1,"used",1,1
"Woom 3 Blau (Erstbesitz)","","Zuletzt geändert:,05.07.2024, 17:34 Uhr","€ 350","","Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-erstbesitz-1694782990/",67,350,NA,"","3","Blau",2024-07-05 17:34:00,1720200840,1,"used",0,1
"Woom 3 blau mit Seitenständer.","8010 Graz","Zuletzt geändert:,05.07.2024, 17:16 Uhr","€ 250","Privatperson","Felgenbremse,bis 16 Zoll,Blau,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-mit-seitenstaender-1553316036/",68,250,"8010","8010 Graz","3","Blau",2024-07-05 17:16:00,1720199760,1,"as good as new",0,0
"Woom 5 Fahrrad","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,05.07.2024, 17:33 Uhr","€ 450","","Kettenschaltung,Felgenbremse,24 Zoll,Türkis,Gebraucht,Selbstabholung","Verkaufen unser Woom 5 Fahrrad in sehr gutem Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-fahrrad-1402453731/",69,450,NA,"Bruck an der Leitha","5","Andere",2024-07-05 17:33:00,1720200780,1,"used",0,1
"Woom 3","","Zuletzt geändert:,05.07.2024, 17:41 Uhr","€ 350","","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1323770367/",70,350,NA,"","3","Blau",2024-07-05 17:41:00,1720201260,1,"used",1,1
"Woom 3 blau","","Zuletzt geändert:,05.07.2024, 17:16 Uhr","€ 340","","Blau,Gebraucht,Selbstabholung, Versand","Woom 3 mit Rückstrahler, Ständer, Klingel und Kotflügel abzugeben.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-blau-2006500469/",71,340,NA,"","3","Blau",2024-07-05 17:16:00,1720199760,1,"used",1,1
"Woom 5 in türkis","Baden, Niederösterreich","Zuletzt geändert:,05.07.2024, 16:46 Uhr","€ 500","","Kettenschaltung,Felgenbremse,24 Zoll,Türkis,Gebraucht,Selbstabholung","Verkaufe Woom 5 in der Farbe Türkis mit Fahrradständer. Rad ist in einem guten Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-in-tuerkis-943814511/",72,500,NA,"Baden","5","Andere",2024-07-05 16:46:00,1720197960,1,"used",0,1
"Woom 1 plus","Niederösterreich","Zuletzt geändert:,06.07.2024, 00:30 Uhr","€ 150","","Felgenbremse,Violett,Gebraucht,Selbstabholung","Woom 1 Plus Laufrad - Gebrauchsspuren wie am Foto","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-plus-1946121876/",73,150,NA,"Niederösterreich","1","Violett",2024-07-06 00:30:00,1720225800,1,"used",0,1
